"unitid","institution name","year","DRVEF2022.Percent of total enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of total enrollment that are Asian","DRVEF2022.Percent of total enrollment that are Black or African American","DRVEF2022.Percent of total enrollment that are Hispanic/Latino","DRVEF2022.Percent of total enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of total enrollment that are White","DRVEF2022.Percent of total enrollment that are two or more races","DRVEF2022.Percent of total enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of total enrollment that are U.S. Nonresident","DRVEF2022.Percent of total enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of total enrollment that are women","DRVEF2022.Percent of undergraduate enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of undergraduate enrollment that are Asian","DRVEF2022.Percent of undergraduate enrollment that are Black or African American","DRVEF2022.Percent of undergraduate enrollment that are Hispanic/Latino","DRVEF2022.Percent of undergraduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of undergraduate enrollment that are White","DRVEF2022.Percent of undergraduate enrollment that are two or more races","DRVEF2022.Percent of undergraduate enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of undergraduate enrollment that are U.S. Nonresident","DRVEF2022.Percent of undergraduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of undergraduate enrollment that are women","DRVEF2022.Percent of graduate enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of graduate enrollment that are Asian","DRVEF2022.Percent of graduate enrollment that are Black or African American","DRVEF2022.Percent of graduate enrollment that are Hispanic/Latino","DRVEF2022.Percent of graduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of graduate enrollment that are White","DRVEF2022.Percent of graduate enrollment that are two or more races","DRVEF2022.Percent of graduate enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of graduate enrollment that are U.S. Nonresident","DRVEF2022.Percent of graduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of graduate enrollment that are women"
"107725","University of Arkansas Hope-Texarkana","2022","1","1","28","10","0","57","4","0","0","1","66","1","1","28","10","0","57","4","0","0","1","66",,,,,,,,,,,
"107743","University of Arkansas Community College Rich Mountain","2022","2","1","1","10","0","81","1","0","3","1","63","2","1","1","10","0","81","1","0","3","1","63",,,,,,,,,,,
"107789","Paul Mitchell the School-Arkansas","2022","8","0","4","17","0","70","1","0","0","0","99","8","0","4","17","0","70","1","0","0","0","99",,,,,,,,,,,
"107831","Searcy Beauty College","2022","1","0","8","4","0","86","1","0","0","0","99","1","0","8","4","0","86","1","0","0","0","99",,,,,,,,,,,
"107840","Shorter College","2022","1","0","74","2","0","23","0","1","0","0","61","1","0","74","2","0","23","0","1","0","0","61",,,,,,,,,,,
"107877","Williams Baptist University","2022","0","0","7","2","2","79","2","0","7","3","53","0","0","7","2","0","81","2","0","8","0","53","0","0","9","0","59","32","0","0","0","59","64"
"107974","South Arkansas Community College","2022","1","1","36","6","0","53","3","1","1","1","68","1","1","36","6","0","53","3","1","1","1","68",,,,,,,,,,,
"107983","Southern Arkansas University Main Campus","2022","0","1","18","4","0","52","5","0","20","1","55","0","1","21","6","0","65","5","0","2","1","57","0","1","12","2","0","32","4","0","49","1","51"
"107992","Southern Arkansas University Tech","2022","0","0","37","6","0","50","6","0","0","0","57","0","0","37","6","0","50","6","0","0","0","57",,,,,,,,,,,
"108056","University of Arkansas System Office","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"108065","Velvatex College of Beauty Culture","2022","0","0","100","0","0","0","0","0","0","0","100","0","0","100","0","0","0","0","0","0","0","100",,,,,,,,,,,
"108092","University of Arkansas-Fort Smith","2022","2","5","4","18","0","60","10","0","1","5","60","2","5","4","18","0","60","10","0","1","6","60","0","2","14","14","0","66","5","0","0","2","82"
"108232","Academy of Art University","2022","0","7","10","14","0","23","4","17","23","7","60","0","6","11","17","1","23","5","20","17","7","57","0","8","9","9","0","24","3","12","34","8","66"
"108269","Academy of Chinese Culture and Health Sciences","2022","4","42","4","6","2","35","3","3","2","44","70",,,,,,,,,,,,"4","42","4","6","2","35","3","3","2","44","70"
"108667","College of Alameda","2022","0","25","18","29","0","15","7","3","2","26","58","0","25","18","29","0","15","7","3","2","26","58",,,,,,,,,,,
"108807","Allan Hancock College","2022","0","3","2","69","1","19","3","3","0","4","54","0","3","2","69","1","19","3","3","0","4","54",,,,,,,,,,,
"108852","American Academy of Dramatic Arts-Los Angeles","2022","0","3","13","14","0","34","4","0","31","3","58","0","3","13","14","0","34","4","0","31","3","58",,,,,,,,,,,
"108861","Berkeley School of Theology","2022","1","9","48","11","1","11","2","0","16","10","44","0","5","32","32","0","5","0","0","26","5","42","1","10","52","6","1","13","3","0","13","12","45"
"108870","American Film Institute Conservatory","2022","0","7","9","9","0","30","5","1","39","7","55",,,,,,,,,,,,"0","7","9","9","0","30","5","1","39","7","55"
"108977","American Beauty College","2022","2","7","3","79","0","8","0","0","0","7","76","2","7","3","79","0","8","0","0","0","7","76",,,,,,,,,,,
"109040","American Career College-Los Angeles","2022","1","14","11","63","1","7","3","0","0","15","77","1","14","11","63","1","7","3","0","0","15","77",,,,,,,,,,,
"109086","American Conservatory Theater","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"109208","American River College","2022","1","12","7","32","1","37","5","6","0","13","48","1","12","7","32","1","37","5","6","0","13","48",,,,,,,,,,,
"109350","Antelope Valley Community College District","2022","0","4","13","63","0","14","4","1","0","4","56","0","4","13","63","0","14","4","1","0","4","56",,,,,,,,,,,
"109651","Art Center College of Design","2022","0","28","1","9","0","11","4","0","46","28","57","0","30","1","10","0","11","4","0","44","30","58","0","9","4","5","0","18","2","0","62","9","53"
"109721","Associated Technical College-Los Angeles","2022","0","0","31","24","1","30","1","12","0","1","76","0","0","31","24","1","30","1","12","0","1","76",,,,,,,,,,,
"109730","Associated Technical College-San Diego","2022","0","0","11","61","3","26","0","0","0","3","47","0","0","11","61","3","26","0","0","0","3","47",,,,,,,,,,,
"109785","Azusa Pacific University","2022","0","14","7","37","1","27","4","6","4","15","72","0","13","6","38","1","28","6","4","4","14","68","0","15","7","36","1","26","3","8","3","16","75"
"109819","Bakersfield College","2022","0","4","5","72","0","15","3","1","0","5","56","0","4","5","72","0","15","3","1","0","5","56",,,,,,,,,,,
"109907","Barstow Community College","2022","1","4","18","44","1","24","6","1","0","5","66","1","4","18","44","1","24","6","1","0","5","66",,,,,,,,,,,
"109934","Bellus Academy-Chula Vista","2022","1","8","14","62","1","8","7","0","0","9","90","1","8","14","62","1","8","7","0","0","9","90",,,,,,,,,,,
"110060","Bethesda University","2022","0","9","8","16","0","3","3","0","61","9","29","0","6","9","22","1","4","4","1","54","7","22","0","14","5","4","0","0","1","0","76","14","43"
"110097","Biola University","2022","0","16","3","19","0","39","7","5","10","16","55","0","14","3","22","0","41","8","4","7","15","61","0","20","4","13","0","36","5","6","16","20","45"
"110194","Brownson Technical School","2022","0","10","4","66","1","20","0","0","0","11","0","0","10","4","66","1","20","0","0","0","11","0",,,,,,,,,,,
"110219","Bryan University","2022","1","1","22","7","1","44","8","15","0","2","79","1","1","22","7","1","44","8","15","0","2","79",,,,,,,,,,,
"110246","Butte College","2022","1","5","2","34","0","49","6","1","1","6","55","1","5","2","34","0","49","6","1","1","6","55",,,,,,,,,,,
"110316","California Institute of Integral Studies","2022","0","5","5","10","0","42","4","31","2","5","81","0","3","10","20","0","51","7","9","0","3","76","0","5","4","9","0","42","4","32","3","5","81"
"110334","Cabrillo College","2022","0","3","1","49","0","40","5","1","0","3","56","0","3","1","49","0","40","5","1","0","3","56",,,,,,,,,,,
"110361","California Baptist University","2022","1","6","8","40","1","33","5","3","3","7","66","1","6","7","40","1","35","6","3","2","7","63","0","7","13","41","1","27","4","3","4","8","73"
"110370","California College of the Arts","2022","0","14","4","13","0","19","5","5","40","14","65","0","15","4","15","0","20","6","4","36","15","63","0","10","3","9","0","17","2","6","52","11","71"
"110398","University of California-Hastings College of Law","2022","0","23","4","18","1","43","3","4","5","24","60",,,,,,,,,,,,"0","23","4","18","1","43","3","4","5","24","60"
"110404","California Institute of Technology","2022","0","22","2","13","0","27","6","0","30","22","39","0","34","3","22","0","21","9","1","9","35","45","0","13","1","7","0","31","4","0","44","13","35"
"110413","California Lutheran University","2022","0","5","4","39","0","37","5","2","8","6","57","0","6","5","40","0","38","6","2","3","6","54","0","5","2","36","0","35","3","1","19","5","65"
"110422","California Polytechnic State University-San Luis Obispo","2022","0","14","1","21","0","51","8","3","2","14","49","0","14","1","21","0","51","8","3","1","14","49","0","11","2","22","0","51","5","4","6","11","49"
"110468","Alliant International University-San Diego","2022","1","8","8","29","1","38","3","7","6","8","77","0","9","4","27","1","49","1","7","2","10","66","1","8","8","29","0","37","4","7","6","8","78"
"110486","California State University-Bakersfield","2022","0","7","4","67","0","14","2","4","1","7","67","0","7","4","68","0","13","2","4","1","7","66","0","5","3","61","0","22","2","5","1","5","73"
"110495","California State University-Stanislaus","2022","0","9","2","61","1","19","2","5","1","10","68","0","9","2","62","1","18","2","5","1","10","67","0","10","2","55","0","25","3","5","0","10","74"
"110501","California State University-Chancellors Office","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"110510","California State University-San Bernardino","2022","0","6","5","68","0","11","2","3","3","6","63","0","6","5","71","0","10","2","3","2","6","62","0","5","6","54","0","18","3","4","8","5","66"
"110529","California State Polytechnic University-Pomona","2022","0","22","3","52","0","14","4","3","2","22","46","0","23","3","53","0","14","4","3","2","23","46","0","18","4","44","0","18","3","4","9","18","54"
"110538","California State University-Chico","2022","0","6","3","37","0","44","5","4","2","6","55","0","6","3","38","0","43","5","3","2","6","54","0","5","2","25","0","50","4","5","8","5","67"
"110547","California State University-Dominguez Hills","2022","0","8","11","68","0","7","2","3","2","8","62","0","7","11","71","0","5","2","3","1","7","61","0","13","10","47","0","16","2","5","7","13","70"
"110556","California State University-Fresno","2022","0","12","3","59","0","17","2","3","3","12","60","0","12","3","60","0","16","2","3","2","12","59","0","9","2","50","0","24","3","4","8","9","66"
"110565","California State University-Fullerton","2022","0","22","2","50","0","16","4","2","3","22","58","0","22","2","52","0","16","4","2","2","22","58","0","19","3","36","0","23","3","4","12","19","63"
"110574","California State University-East Bay","2022","0","22","9","36","1","16","5","4","7","23","60","0","23","9","40","1","15","5","4","2","24","60","0","19","8","20","1","19","4","4","25","19","61"
"110583","California State University-Long Beach","2022","0","21","4","49","0","16","4","2","4","21","59","0","22","4","50","0","15","4","2","3","22","58","0","15","4","42","0","20","4","4","10","15","62"
"110592","California State University-Los Angeles","2022","0","11","4","73","0","6","2","2","2","11","59","0","11","4","76","0","4","1","2","1","11","58","0","13","4","56","0","13","2","3","8","13","63"
"110608","California State University-Northridge","2022","0","9","5","54","0","20","3","5","4","9","56","0","9","5","56","0","20","3","3","3","9","54","0","8","3","37","0","23","3","17","10","8","65"
"110617","California State University-Sacramento","2022","0","20","6","38","1","24","6","4","2","21","57","0","20","6","39","1","22","6","3","2","21","56","0","14","5","28","1","35","5","5","6","14","68"
"110635","University of California-Berkeley","2022","0","30","3","17","0","23","5","3","18","30","54","0","35","2","20","0","20","6","3","13","35","56","0","18","4","10","0","30","4","3","31","18","49"
"110644","University of California-Davis","2022","0","28","2","22","0","24","6","2","15","28","59","0","31","2","24","0","21","6","2","13","31","60","0","16","3","15","0","35","5","2","24","16","56"
"110653","University of California-Irvine","2022","0","34","2","24","0","15","5","2","17","34","55","0","38","2","27","0","13","6","1","13","38","56","0","18","3","14","0","25","4","3","32","18","50"
"110662","University of California-Los Angeles","2022","0","26","4","20","0","27","6","3","14","26","57","0","29","3","22","0","26","7","3","9","30","60","0","19","4","15","0","29","4","2","27","19","50"
"110671","University of California-Riverside","2022","0","33","3","36","0","12","5","1","9","33","51","0","37","3","39","0","11","5","1","4","37","52","0","12","3","17","0","21","3","2","40","12","45"
"110680","University of California-San Diego","2022","0","30","2","21","0","19","5","2","20","30","50","0","34","2","24","0","19","6","2","14","34","52","0","16","2","9","0","22","3","3","45","16","43"
"110699","University of California-San Francisco","2022","0","34","8","17","0","27","6","3","5","34","64",,,,,,,,,,,,"0","34","8","17","0","27","6","3","5","34","64"
"110705","University of California-Santa Barbara","2022","0","18","2","24","0","32","8","2","14","18","55","0","19","2","25","0","31","9","3","12","19","56","0","12","4","12","0","37","1","1","33","12","48"
"110714","University of California-Santa Cruz","2022","0","22","2","27","0","32","8","2","7","22","50","0","23","2","28","0","32","8","2","5","23","50","0","9","2","13","0","37","5","2","32","9","47"
"110778","Sofia University","2022","2","78","2","0","0","17","1","1","0","78","66","27","9","0","0","0","36","27","0","0","9","91","1","79","2","0","0","16","1","1","0","79","66"
"110875","California Beauty School","2022","2","0","2","69","2","24","0","2","0","2","98","2","0","2","69","2","24","0","2","0","2","98",,,,,,,,,,,
"110918","California Christian College","2022","0","8","23","31","0","31","0","8","0","8","46","0","8","23","31","0","31","0","8","0","8","46",,,,,,,,,,,
"111045","Haven University","2022","0","10","4","1","0","0","0","1","84","10","64","0","5","8","3","0","0","0","3","82","5","62","0","15","0","0","0","0","0","0","85","15","66"
"111054","California Hair Design Academy","2022","1","8","10","33","1","31","17","0","0","9","81","1","8","10","33","1","31","17","0","0","9","81",,,,,,,,,,,
"111081","California Institute of the Arts","2022","0","8","5","12","0","34","5","3","32","8","62","0","9","4","14","0","35","6","3","28","9","61","1","6","5","9","0","32","4","3","41","6","64"
"111188","California State University Maritime Academy","2022","1","11","3","22","1","47","10","6","0","12","21","1","11","3","22","1","48","10","3","0","12","20","0","7","0","22","0","20","2","46","2","7","32"
"111391","California Western School of Law","2022","0","7","3","27","0","50","7","4","2","8","61",,,,,,,,,,,,"0","7","3","27","0","50","7","4","2","8","61"
"111434","Canada College","2022","0","16","2","43","2","24","6","4","3","18","59","0","16","2","43","2","24","6","4","3","18","59",,,,,,,,,,,
"111461","College of the Canyons","2022","0","10","6","51","0","26","4","3","1","10","44","0","10","6","51","0","26","4","3","1","10","44",,,,,,,,,,,
"111513","Career Academy of Beauty","2022","2","9","6","58","1","19","2","2","0","10","99","2","9","6","58","1","19","2","2","0","10","99",,,,,,,,,,,
"111638","Casa Loma College-Los Angeles","2022","2","10","3","57","1","24","2","1","0","11","63","2","10","3","57","1","24","2","1","0","11","63",,,,,,,,,,,
"111708","CET-San Diego","2022","1","34","10","41","2","12","1","1","0","36","15","1","34","10","41","2","12","1","1","0","36","15",,,,,,,,,,,
"111717","CET-San Jose","2022","0","6","3","81","1","7","3","0","0","7","20","0","6","3","81","1","7","3","0","0","7","20",,,,,,,,,,,
"111726","CET-El Centro","2022","0","0","1","99","0","0","1","0","0","0","23","0","0","1","99","0","0","1","0","0","0","23",,,,,,,,,,,
"111744","CET-Colton","2022","0","0","7","80","0","10","1","1","0","0","4","0","0","7","80","0","10","1","1","0","0","4",,,,,,,,,,,
"111762","CET-Watsonville","2022","1","1","1","96","0","1","0","0","0","1","44","1","1","1","96","0","1","0","0","0","1","44",,,,,,,,,,,
"111799","CET-Salinas","2022","0","1","0","99","0","0","0","0","0","1","83","0","1","0","99","0","0","0","0","0","1","83",,,,,,,,,,,
"111887","Cerritos College","2022","0","8","7","69","0","10","2","3","0","8","53","0","8","7","69","0","10","2","3","0","8","53",,,,,,,,,,,
"111896","Cerro Coso Community College","2022","2","4","8","46","0","34","5","1","0","5","57","2","4","8","46","0","34","5","1","0","5","57",,,,,,,,,,,
"111920","Chabot College","2022","0","23","9","43","1","16","6","1","0","24","50","0","23","9","43","1","16","6","1","0","24","50",,,,,,,,,,,
"111939","Chaffey College","2022","0","8","8","63","0","15","3","2","1","8","61","0","8","8","63","0","15","3","2","1","8","61",,,,,,,,,,,
"111948","Chapman University","2022","0","17","2","18","0","46","8","4","4","18","61","0","16","2","18","0","48","9","5","3","16","60","0","24","3","20","0","36","6","2","10","24","63"
"111966","Charles R Drew University of Medicine and Science","2022","0","16","33","16","1","9","18","7","0","17","72","0","8","38","28","0","3","13","11","0","8","64","0","20","31","11","1","11","20","6","0","21","75"
"112075","Concordia University-Irvine","2022","0","8","5","26","0","48","5","3","4","8","63","0","10","4","25","1","42","7","5","7","10","60","0","7","7","26","0","52","4","1","2","7","66"
"112084","San Diego Christian College","2022","2","3","8","39","1","30","7","7","3","4","54","2","2","8","40","2","29","7","7","3","4","53","4","4","4","30","0","44","7","7","0","4","59"
"112127","Church Divinity School of the Pacific","2022","0","2","0","3","0","84","5","0","6","2","59",,,,,,,,,,,,"0","2","0","3","0","84","5","0","6","2","59"
"112172","Citrus College","2022","0","8","4","64","0","16","3","2","2","9","56","0","8","4","64","0","16","3","2","2","9","56",,,,,,,,,,,
"112181","Citrus Heights Beauty College","2022","3","3","6","8","6","66","1","6","0","10","99","3","3","6","8","6","66","1","6","0","10","99",,,,,,,,,,,
"112190","City College of San Francisco","2022","0","34","7","27","1","22","5","3","2","34","54","0","34","7","27","1","22","5","3","2","34","54",,,,,,,,,,,
"112251","Claremont Graduate University","2022","1","12","9","21","1","30","1","6","19","13","60",,,,,,,,,,,,"1","12","9","21","1","30","1","6","19","13","60"
